long_lat_ratio,avg_price_neighbourhood_group,avg_price_room_type,room_type_n,price
0.697872340425505,0.33723482621271594,1.0,0.5,295
0.942821731047303,1.0,0.13872979471724672,0.0,70
0.6531088618054071,0.33723482621271594,0.13872979471724672,0.0,58
0.5829787234042669,0.33723482621271594,1.0,0.5,75
0.6392480892377819,0.10990093904591447,0.13872979471724672,0.0,38
0.8740756042140276,1.0,1.0,0.5,100
0.8077256765131153,1.0,1.0,0.5,260
0.8359636438752602,1.0,1.0,0.5,147
0.702478826688747,0.33723482621271594,0.13872979471724672,0.0,34
0.5900227225779702,0.33723482621271594,0.13872979471724672,0.0,65
0.7782482958066623,1.0,1.0,0.5,125
0.8560834538318716,1.0,1.0,0.5,310
0.5889692212352884,0.33723482621271594,0.13872979471724672,0.0,50
0.7620119809956805,1.0,0.13872979471724672,0.0,79
0.7140260276802337,0.33723482621271594,1.0,0.5,329
0.5982854782070035,0.10990093904591447,0.13872979471724672,0.0,115
0.6182400330510234,0.33723482621271594,1.0,0.5,140
0.6806651518281512,0.33723482621271594,1.0,0.5,225
0.86422226812644,1.0,0.13872979471724672,0.0,149
0.4645734352406805,0.33723482621271594,0.13872979471724672,0.0,50
0.887667837223745,1.0,0.13872979471724672,0.0,88
0.5204709770708575,0.10990093904591447,1.0,0.5,200
0.672629621978956,0.33723482621271594,1.0,0.5,160
0.5927907457136996,0.33723482621271594,1.0,0.5,125
0.9479239826482626,1.0,0.13872979471724672,0.0,75
0.6090477174138016,0.10990093904591447,0.13872979471724672,0.0,80
0.6740756042140106,0.33723482621271594,1.0,0.5,140
0.6728568477587658,0.33723482621271594,1.0,0.5,134
0.5954761412931191,0.33723482621271594,0.13872979471724672,0.0,65
0.6926461474902226,0.33723482621271594,1.0,0.5,159
0.7868415616607933,1.0,1.0,0.5,300
0.2684362734972012,0.10990093904591447,0.13872979471724672,0.0,95
0.7994835777732021,1.0,0.13872979471724672,0.0,70
0.6501136128898963,0.33723482621271594,1.0,0.5,248
0.9177236108242255,1.0,1.0,0.5,750
